Product(original_price=249.0, new_price=149.0, offer_percentage=0, item_name='Nano Power Bank, Portable Charger With Built-In USB-C Cable, PD 30W Output With 1 USB-C, 1 USB-A, Fast Charging Battery Pack For iPhone 15/14 Series, Galaxy, iPad, AirPods, And More', item_link='https://minutes.noon.com/saudi-en/now-product/Z5FA678808203BAB52B6CZ-1')
Product(original_price=90.0, new_price=24.0, offer_percentage=0, item_name='Bath Mat - 40X60 Cm-Black Color - Bathroom Mat Soft And Cushion 2 - Piece', item_link='https://minutes.noon.com/saudi-en/now-product/Z7630AA52E33943903C83Z-1')
Product(original_price=18.5, new_price=10.95, offer_percentage=0, item_name='Black Pepper Powder', item_link='https://minutes.noon.com/saudi-en/now-product/ZA3A3E9FA4A05BA538CE3Z-1')
Product(original_price=44.0, new_price=17.3, offer_percentage=0, item_name='15-Piece Non-Woven Dust Proof Travel Shoe Bags', item_link='https://minutes.noon.com/saudi-en/now-product/ZE8E1A6AFE9171E2E2AFAZ-1')
Product(original_price=245.0, new_price=121.0, offer_percentage=0, item_name='Anti-Hair Loss & Scalp Care Kit', item_link='https://minutes.noon.com/saudi-en/now-product/Z390E1805200BBF765FACZ-1')
Product(original_price=130.0, new_price=70.0, offer_percentage=0, item_name='Truecica Mineral Calming Tone-Up Suncream SPF 50+', item_link='https://minutes.noon.com/saudi-en/now-product/Z63432E3DC81D94A19568Z-1')
Product(original_price=48.0, new_price=23.0, offer_percentage=0, item_name='Exaggerate Waterproof Liquid Eyeliner –', item_link='https://minutes.noon.com/saudi-en/now-product/ZDC614CAB74268D6077F0Z-1')
Product(original_price=299.0, new_price=172.5, offer_percentage=0, item_name='Aurum EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZDFB47FE639911863A3F2Z-1')
Product(original_price=41.95, new_price=24.45, offer_percentage=0, item_name='Electric Lavender Scented Oil Refill With Holder', item_link='https://minutes.noon.com/saudi-en/now-product/ZEA7F70698981C0F72DC4Z-1')
Product(original_price=56.15, new_price=27.1, offer_percentage=0, item_name='Maybelline New York Lifter Gloss Lip Gloss - 004 Silk', item_link='https://minutes.noon.com/saudi-en/now-product/Z810CEB7D534C832CC2A9Z-1')
Product(original_price=150.0, new_price=61.6, offer_percentage=0, item_name='Cutting Board, Titanium Cutting Boards for Kitchen, 304 Stainless Steel Food Grade Chopping Board Heavy Duty Non-Slip for Kitchen Household Meat Fruit Vegetable (Set of 2)', item_link='https://minutes.noon.com/saudi-en/now-product/Z03D8020AC2BEC031B734Z-1')
Product(original_price=592.0, new_price=265.7, offer_percentage=0, item_name='Le Parfum In White EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z86DFCA8965B638F809F2Z-1')
Product(original_price=36.0, new_price=3.1, offer_percentage=0, item_name='Birthday Balloon Stand', item_link='https://minutes.noon.com/saudi-en/now-product/Z3BB480D33543F8C96950Z-1')
Product(original_price=44.0, new_price=21.05, offer_percentage=0, item_name='Maxi Powder Blush', item_link='https://minutes.noon.com/saudi-en/now-product/Z34DE2C214E62D8583B7EZ-1')
Product(original_price=134.0, new_price=41.3, offer_percentage=0, item_name='Face Sunscreen Oil Control Gel-Cream Dry Touch For Blemish-Prone Skin', item_link='https://minutes.noon.com/saudi-en/now-product/Z04B82E65E23ED95F288CZ-1')
Product(original_price=744.0, new_price=305.1, offer_percentage=0, item_name='Black Opium EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z80AB1FE1B1557F1B4A2BZ-1')
Product(original_price=956.0, new_price=274.0, offer_percentage=0, item_name='T4 Ice Compress Laser Hair Removal Device Melsya', item_link='https://minutes.noon.com/saudi-en/now-product/ZFE9EF77B0B2301B5B317Z-1')
Product(original_price=94.35, new_price=45.0, offer_percentage=0, item_name='Silicone Baby Feeding Set, 9 Piece Baby Led Weaning Supplies, Baby Toddler Bib Cup Divided Plate and Bowl Self Feeding Spoons Dish Set, Baby Eating Utensils, Toddler Feeding Supplies', item_link='https://minutes.noon.com/saudi-en/now-product/Z69B918DA4FAFDA41BD0BZ-1')
Product(original_price=418.6, new_price=129.0, offer_percentage=0, item_name='G502 Hero High Performance Wired Gaming Mouse, Hero 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC And Mac', item_link='https://minutes.noon.com/saudi-en/now-product/Z2041FF690370D9EC11BEZ-1')
Product(original_price=21.45, new_price=11.5, offer_percentage=0, item_name='Maggi Basilico Sauce and Pasta combo', item_link='https://minutes.noon.com/saudi-en/now-product/V902577E763BBDE7691B8V-1')
Product(original_price=146.0, new_price=84.0, offer_percentage=0, item_name='Essential Ultra HD Blush And Concealer Pallette 26.7 G', item_link='https://minutes.noon.com/saudi-en/now-product/ZA58D95A89A05208CB3B1Z-1')
Product(original_price=100.0, new_price=45.0, offer_percentage=0, item_name='Gingham Fine Fragrance Mist', item_link='https://minutes.noon.com/saudi-en/now-product/ZD17AB73F60E452550BC8Z-1')
Product(original_price=42.2, new_price=7.8, offer_percentage=0, item_name='100-Piece Cool Waterproof Vinyl Stickers', item_link='https://minutes.noon.com/saudi-en/now-product/Z81597657D35EF899B7B7Z-1')
Product(original_price=99.0, new_price=16.6, offer_percentage=0, item_name='Waist Twisting Disc', item_link='https://minutes.noon.com/saudi-en/now-product/Z8B0D55613511BA37AC59Z-1')
Product(original_price=41.15, new_price=24.1, offer_percentage=0, item_name='Hair food Repairing Papaya 3-In-1 Ultra Doux Mask', item_link='https://minutes.noon.com/saudi-en/now-product/Z2F6CAB66F69D8D2B8FE6Z-1')
Product(original_price=219.0, new_price=85.0, offer_percentage=0, item_name='White Diamonds EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z6CF837935F75FC42CBE8Z-1')
Product(original_price=36.9, new_price=21.05, offer_percentage=0, item_name='Fit Me Matte & Poreless Powder', item_link='https://minutes.noon.com/saudi-en/now-product/Z9BD6FA9D4A961D6471F1Z-1')
Product(original_price=54.0, new_price=32.4, offer_percentage=0, item_name='Multi-Tasker Concealer', item_link='https://minutes.noon.com/saudi-en/now-product/ZAAA0226BDC66B347F4E3Z-1')
Product(original_price=399.0, new_price=109.0, offer_percentage=0, item_name='Blender with Grinder Mills, 1.5L Jar, 2x 300ml Grinding Mills, Stainless Steel Blades, 2-Speed with Pulse Control, Perfect for Smoothies, Coffee, Herbs, and Spices,', item_link='https://minutes.noon.com/saudi-en/now-product/Z74E3B54B22911255F077Z-1')
Product(original_price=87.0, new_price=16.35, offer_percentage=0, item_name='19 Columns LED Balloon Stand', item_link='https://minutes.noon.com/saudi-en/now-product/Z7214FC6F8D29BA0F32AEZ-1')
Product(original_price=59.0, new_price=17.7, offer_percentage=0, item_name='Brightening Concealer Makeup Brush', item_link='https://minutes.noon.com/saudi-en/now-product/Z584E885492A074BF4459Z-1')
Product(original_price=165.0, new_price=33.0, offer_percentage=0, item_name='Everyday Eye Essentials Makeup Brush Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z9BFCEBC8CAA9B5D1179DZ-1')
Product(original_price=399.0, new_price=168.0, offer_percentage=0, item_name='S32 Wearable Hands Free Electric Portable Breast Pump With 4 Mode And 9 Levels, LCD Display, 24MM Size', item_link='https://minutes.noon.com/saudi-en/now-product/Z7EED297EB698A6128F2DZ-1')
Product(original_price=299.0, new_price=178.9, offer_percentage=0, item_name='256GB iXpand Flash Drive Flip Type A + Lightning', item_link='https://minutes.noon.com/saudi-en/now-product/Z00F7B40F5ABAD4F9AF7FZ-1')
Product(original_price=220.0, new_price=49.0, offer_percentage=0, item_name='650-watt coffee maker for preparing 6 cups, with a removable and reusable filter, with an automatic shut-off feature and anti-drip, heat-resistant glass jug', item_link='https://minutes.noon.com/saudi-en/now-product/Z60A4CE5B1BE4409204B9Z-1')
Product(original_price=640.0, new_price=346.65, offer_percentage=0, item_name='Jasmin Noir Splendida EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z55A1C60BB3F92C46F851Z-1')
Product(original_price=150.0, new_price=65.0, offer_percentage=0, item_name='256GB Ultra UHS I MicroSD Card 150MB/s R, for Smartphones - SDSQUAC-256G-GN6MN', item_link='https://minutes.noon.com/saudi-en/now-product/ZB8D80AB085CD8F0807FBZ-1')
Product(original_price=149.0, new_price=79.0, offer_percentage=0, item_name='Pwani Power Bank - High-Capacity Portable Power Bank for Simultaneous Device Charging, Compatible with Smartphones, Tablets, Gaming Devices, Portable DVD Players, MP3/MP4, and Bluetooth Devices, Compact and Travel-Friendly for Instant Power Anywhere -', item_link='https://minutes.noon.com/saudi-en/now-product/ZA291E1805DD6D20D2F15Z-1')
Product(original_price=59.0, new_price=19.5, offer_percentage=0, item_name='Avogain 2% Spray Solution For Women', item_link='https://minutes.noon.com/saudi-en/now-product/ZF72BF95297C16B718828Z-1')
Product(original_price=167.0, new_price=42.0, offer_percentage=0, item_name='5-Piece Face Makeup Brush Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z8DB9279C835A781C2E1CZ-1')
Product(original_price=52.0, new_price=15.95, offer_percentage=0, item_name='Beard Growth Hair Oil', item_link='https://minutes.noon.com/saudi-en/now-product/Z280F0A22C9B243A71AA4Z-1')
Product(original_price=739.0, new_price=354.95, offer_percentage=0, item_name='Idole EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z54238C8976EDEEA7EA79Z-1')
Product(original_price=796.0, new_price=316.15, offer_percentage=0, item_name='Musc Noble EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z970E319BB710DA506228Z-1')
Product(original_price=3799.0, new_price=1949.0, offer_percentage=0, item_name='iPhone 13 128GB Starlight 5G With FaceTime - KSA Version', item_link='https://minutes.noon.com/saudi-en/now-product/ZFDE1DCA714DAC8BDA707Z-1')
Product(original_price=45.0, new_price=18.0, offer_percentage=0, item_name='50-Piece Messi Stickers, World Cup Football Sticker, Waterproof Stickers for Laptop,Skateboard, Water Bottles,Computer,Phone,Guitar, Stickers for Kids Teens Adult', item_link='https://minutes.noon.com/saudi-en/now-product/Z38452F40E11610D5FC57Z-1')
Product(original_price=47.7, new_price=23.85, offer_percentage=0, item_name='Body Mist White Musk', item_link='https://minutes.noon.com/saudi-en/now-product/Z6C9D8EF0B0C61D33B10BZ-1')
Product(original_price=203.0, new_price=120.0, offer_percentage=0, item_name='Aluminium Pressure Cooker', item_link='https://minutes.noon.com/saudi-en/now-product/Z7C497451A2F399359E5FZ-1')
Product(original_price=62.5, new_price=33.9, offer_percentage=0, item_name='Fat Oil Lip Drip Moisturizing Shiny Vegan Tinted Lip Gloss Non-Sticky Finish 12H Hydration - Missed Call', item_link='https://minutes.noon.com/saudi-en/now-product/ZC99D9F1E28A768D227BFZ-1')
Product(original_price=57.75, new_price=24.8, offer_percentage=0, item_name='Maybelline New York Fit Me Matte + Poreless – 110 Porcelain', item_link='https://minutes.noon.com/saudi-en/now-product/ZA00A0E839FC07B203641Z-1')
Product(original_price=249.0, new_price=96.55, offer_percentage=0, item_name='Eternity Moment EDP For Women', item_link='https://minutes.noon.com/saudi-en/now-product/ZC451F166701515ECAB7CZ-1')
Product(original_price=136.0, new_price=32.35, offer_percentage=0, item_name='Patchouli EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZDC2AC1484F07871EF5F3Z-1')
Product(original_price=83.0, new_price=29.0, offer_percentage=0, item_name='Lightweight Summer Blanket Queen Size 310 GSM Extra Soft Fleece All Season Blanket And Sofa Throw', item_link='https://minutes.noon.com/saudi-en/now-product/ZB929E7EB9812686CDF2FZ-1')
Product(original_price=165.0, new_price=79.0, offer_percentage=0, item_name='Wireless Controller For PS4, PS3, PC, iOS & Android', item_link='https://minutes.noon.com/saudi-en/now-product/Z531095361D32531C5D12Z-1')
Product(original_price=65.0, new_price=32.25, offer_percentage=0, item_name='Instant Age Rewind Eraser Concealer 01 - Light', item_link='https://minutes.noon.com/saudi-en/now-product/Z24C723FB91E2D25405E3Z-1')
Product(original_price=85.0, new_price=49.15, offer_percentage=0, item_name='2 - Pieces Ultra Air Night Buddy Bear Soft Baby Pacifier For 6M+, Pink And White - 37622', item_link='https://minutes.noon.com/saudi-en/now-product/Z58082164441E9A72FC22Z-1')
Product(original_price=48.7, new_price=28.6, offer_percentage=0, item_name='Detoxify Pure Clay Mask With Charcoal', item_link='https://minutes.noon.com/saudi-en/now-product/ZB705B6B497C3AEE04C56Z-1')
Product(original_price=57.0, new_price=22.6, offer_percentage=0, item_name='Makeup Mist And Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z82287EA6F77C56D477C3Z-1')
Product(original_price=39.45, new_price=23.65, offer_percentage=0, item_name='Natural Panty Liners, 100% Cotton, Normal Size', item_link='https://minutes.noon.com/saudi-en/now-product/Z73A6F09D762B780FEE00Z-1')
Product(original_price=17.0, new_price=6.5, offer_percentage=0, item_name='60 Seconds Super Shine Nail Polish –', item_link='https://minutes.noon.com/saudi-en/now-product/ZF1AD6D8F754E19277533Z-1')
Product(original_price=450.0, new_price=85.0, offer_percentage=0, item_name='Essential Swim T-Shirt', item_link='https://minutes.noon.com/saudi-en/now-product/Z93546C16EE5688CFA680Z-2')
Product(original_price=299.0, new_price=73.45, offer_percentage=0, item_name='Smart Watch 220 mAh Smart Watches for Men Smartwatches with Bluetooth Make/Answer Calls Multi-app Message Reminder Multi Language Fitness Watch Compatible Android iOS', item_link='https://minutes.noon.com/saudi-en/now-product/ZC9FF8883A3F424CAD656Z-1')
Product(original_price=75.3, new_price=38.1, offer_percentage=0, item_name='Skinactive Fast Clear Booster Face Serum For Acne Prone Skin With Salicylic Acid, 30ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z349BE4677DBD76A1ECC1Z-1')
Product(original_price=122.0, new_price=65.0, offer_percentage=0, item_name='Miracle Acne Clear Body Cleanser', item_link='https://minutes.noon.com/saudi-en/now-product/Z638C3FDA67BFC3DFE402Z-1')
Product(original_price=263.0, new_price=128.05, offer_percentage=0, item_name='Supremacy Pour Homme EDP For Men', item_link='https://minutes.noon.com/saudi-en/now-product/Z7511CEE461E826122FB3Z-1')
Product(original_price=96.7, new_price=49.0, offer_percentage=0, item_name='Silicone Baby Feeding Set, 9 Piece Baby Led Weaning Supplies, Baby Toddler Bib Cup Divided Plate and Bowl Self Feeding Spoons Dish Set, Baby Eating Utensils, Toddler Feeding Supplies', item_link='https://minutes.noon.com/saudi-en/now-product/ZC7B51591913D13F239C3Z-1')
Product(original_price=279.0, new_price=90.0, offer_percentage=0, item_name='Puyo Tetris 2', item_link='https://minutes.noon.com/saudi-en/now-product/Z4D10C08AD92D42D50135Z-1')
Product(original_price=69.0, new_price=37.0, offer_percentage=0, item_name='For You EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z8BAE6BC46A1CE73A6130Z-1')
Product(original_price=578.0, new_price=309.5, offer_percentage=0, item_name='Good Girl EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZE63B89C83B1EAE9E6D40Z-1')
Product(original_price=126.0, new_price=74.15, offer_percentage=0, item_name='Pod Mattress Protector - White, Super Soft And Absorbent, Outter Layer 100% Cotton, Infant And Baby Toddler, Size 44 X 80 X 3Cm', item_link='https://minutes.noon.com/saudi-en/now-product/ZF8FDBFC5CFA4743A793EZ-1')
Product(original_price=75.0, new_price=29.4, offer_percentage=0, item_name='Double Sided Magnetic Window Glass Cleaner Wiper', item_link='https://minutes.noon.com/saudi-en/now-product/ZEB4D5782F968CFC9B376Z-1')
Product(original_price=110.0, new_price=62.45, offer_percentage=0, item_name='Classic Black EDT For Men', item_link='https://minutes.noon.com/saudi-en/now-product/ZD1EC6DAC4475EC936933Z-1')
Product(original_price=155.0, new_price=67.0, offer_percentage=0, item_name='A20i True Wireless Earbuds, Bluetooth 5.3, App, Customized Sound, 28H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, Single Earbud Mode', item_link='https://minutes.noon.com/saudi-en/now-product/Z01D1E1C2E45747AF4180Z-1')
Product(original_price=38.0, new_price=10.9, offer_percentage=0, item_name='100-Piece Party Macaron Balloons', item_link='https://minutes.noon.com/saudi-en/now-product/Z581731ED06997D6D1A27Z-1')
Product(original_price=12.0, new_price=6.5, offer_percentage=0, item_name='60 Seconds Super Shine Nail Polish', item_link='https://minutes.noon.com/saudi-en/now-product/Z96816725FCED2E951047Z-1')
Product(original_price=65.65, new_price=33.9, offer_percentage=0, item_name='Fat Oil Lip Drip Moisturizing Shiny Vegan Tinted Lip Gloss Non-Sticky Finish 12H Hydration - Status Update', item_link='https://minutes.noon.com/saudi-en/now-product/Z870395B919549B796D1FZ-1')
Product(original_price=94.0, new_price=54.5, offer_percentage=0, item_name='Green Tea Snt Sp', item_link='https://minutes.noon.com/saudi-en/now-product/Z905E16472E177CFC3859Z-1')
Product(original_price=23.0, new_price=10.0, offer_percentage=0, item_name='15-Piece Decorative Birthday Party Inflatable Balloon Set With Confetti', item_link='https://minutes.noon.com/saudi-en/now-product/Z413B7E0026154BE40866Z-1')
Product(original_price=84.0, new_price=37.4, offer_percentage=0, item_name='Oud Al Layl EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZFB8A5A9DBC1B396A4D63Z-1')
Product(original_price=47.7, new_price=23.85, offer_percentage=0, item_name='Body Mist Vanilla', item_link='https://minutes.noon.com/saudi-en/now-product/ZB84C13C9ACD8B5EC7C01Z-1')
Product(original_price=143.0, new_price=52.0, offer_percentage=0, item_name='Lattafa 2-Piece Pure Musk Gift Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z2A255F77A6CA8AEFBD5AZ-1')
Product(original_price=258.0, new_price=133.25, offer_percentage=0, item_name='Tommy Hilfiger EDT', item_link='https://minutes.noon.com/saudi-en/now-product/Z3C43EE27EDC65759ABBEZ-1')
Product(original_price=47.7, new_price=23.85, offer_percentage=0, item_name='Body Mist Oud', item_link='https://minutes.noon.com/saudi-en/now-product/Z1948B4341C2BCDF43080Z-1')
Product(original_price=359.0, new_price=134.25, offer_percentage=0, item_name='Essential Bikini Trimmer BRT383/15,', item_link='https://minutes.noon.com/saudi-en/now-product/Z4ADAB78E1FF54B0A5072Z-1')
Product(original_price=8.95, new_price=5.0, offer_percentage=0, item_name='Red Hot Salsa Sauce', item_link='https://minutes.noon.com/saudi-en/now-product/Z1BC8D0B7B7E1FAD04FE8Z-1')
Product(original_price=52.5, new_price=29.95, offer_percentage=0, item_name='Chicken Strips Extreme Flamin Chilli', item_link='https://minutes.noon.com/saudi-en/now-product/Z09D5647F8368FFC4536EZ-1')
Product(original_price=130.0, new_price=65.0, offer_percentage=0, item_name='Electric Modern Onion Chopper', item_link='https://minutes.noon.com/saudi-en/now-product/Z7CDE4EDD5E00EC0C9EE6Z-1')
Product(original_price=333.0, new_price=175.75, offer_percentage=0, item_name='Mukhallat Al Shams EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZE3EFD301876868E5A2BCZ-1')
Product(original_price=142.0, new_price=32.6, offer_percentage=0, item_name='Electric Balloon Pump Durable Sturdy Made Up With High Quality Lightweight', item_link='https://minutes.noon.com/saudi-en/now-product/Z7619226E6BE66E19363FZ-1')
Product(original_price=359.0, new_price=160.0, offer_percentage=0, item_name='Wearable, Hands-Free, Electric Breast Pump And Low Noise Painless With 2 Modes 9 Levels, And 30 Pieces Breastmilk Storage Bags', item_link='https://minutes.noon.com/saudi-en/now-product/Z8DCD15D8A5923F6B92A5Z-1')
Product(original_price=299.0, new_price=95.0, offer_percentage=0, item_name='Automatic Curling Iron For Long Hair', item_link='https://minutes.noon.com/saudi-en/now-product/Z0B708824CD435A931D2EZ-1')
Product(original_price=252.0, new_price=80.0, offer_percentage=0, item_name='Water Flosser For Teeth Cordless Portable Oral Irrigator Flosser 5 Cleaning Modes And 6 Jet Tips, Ipx7 Waterproof -', item_link='https://minutes.noon.com/saudi-en/now-product/Z79E897C07314F9C7E621Z-1')
Product(original_price=175.0, new_price=105.0, offer_percentage=0, item_name='High-Capacity Colour Ink And Paper Set 108 Sheets', item_link='https://minutes.noon.com/saudi-en/now-product/Z14D4A7269FE741A0BFF1Z-1')
Product(original_price=65.0, new_price=39.0, offer_percentage=0, item_name='128GB Ultra Flair USB 3.0 Flash Drive', item_link='https://minutes.noon.com/saudi-en/now-product/Z7F5E09B40D0FF733E1FCZ-1')
Product(original_price=3549.0, new_price=2027.7, offer_percentage=0, item_name='iPhone 12 With Facetime 128GB White 5G - Middle East Version', item_link='https://minutes.noon.com/saudi-en/now-product/Z1C2DEAD260F5ADAF0D6DZ-1')
Product(original_price=232.5, new_price=79.0, offer_percentage=0, item_name='Multifunctional Rice Cooker With Non-Stick Inner Pot With Cool Touch Handle/Includes Cook And Keep Warm Functions, Equipped With Tempered Glass Lid, Rice Spoon, Plastic Inner Steamer And Measuring Cup', item_link='https://minutes.noon.com/saudi-en/now-product/Z23F75BA62594443FA226Z-1')
Product(original_price=36.95, new_price=22.15, offer_percentage=0, item_name='Mabroom Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/ZE3CBBE7BBD08B5EDE804Z-1')
Product(original_price=44.95, new_price=22.45, offer_percentage=0, item_name='Vanilla Strawberry Ice Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z312757E01577E80B45D0Z-1')
Product(original_price=15.75, new_price=9.45, offer_percentage=0, item_name='Segai Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/Z8DA62B69E58B340725A6Z-1')
Product(original_price=139.0, new_price=79.0, offer_percentage=0, item_name='Daily Collection ProMix Hand Blender', item_link='https://minutes.noon.com/saudi-en/now-product/Z7AC396E202D958F52DA1Z-1')
Product(original_price=47.25, new_price=24.8, offer_percentage=0, item_name='Maybelline New York Fit Me Concealer', item_link='https://minutes.noon.com/saudi-en/now-product/Z7D5BFC0B728DE77AEB82Z-1')
Product(original_price=699.0, new_price=288.0, offer_percentage=0, item_name='Wearable Breast Pump, Hands-Free Breast Pump with 2 Modes & 9 Levels, Double Electric Breast Pump with  Display, Portable Breast Pump', item_link='https://minutes.noon.com/saudi-en/now-product/Z879A65327AF543834A09Z-1')
Product(original_price=48.0, new_price=28.8, offer_percentage=0, item_name='Exaggerate Liquid Eyeliner 2.5 ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z78FB87488208340D11B6Z-1')
Product(original_price=259.6, new_price=99.0, offer_percentage=0, item_name='7-Piece Professional Hair Dryer Set, 2200W', item_link='https://minutes.noon.com/saudi-en/now-product/ZD9364245D8A4E55285E9Z-1')
Product(original_price=40.4, new_price=23.05, offer_percentage=0, item_name='Skin Active Micellar Water(Dull Skin)', item_link='https://minutes.noon.com/saudi-en/now-product/Z31DC460D712AB6679BB5Z-1')
Product(original_price=98.35, new_price=50.9, offer_percentage=0, item_name='Infaillible 24H Fresh Wear Foundation in a powder', item_link='https://minutes.noon.com/saudi-en/now-product/Z42CFDF339B981293EEB9Z-1')
Product(original_price=284.45, new_price=128.95, offer_percentage=0, item_name='Euphoria Women EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z4D828F0F0EE1F9F3E7D4Z-1')
Product(original_price=299.0, new_price=169.0, offer_percentage=0, item_name='iXpand Flash Drive Luxe - USB-C + Lightning - for iPhone, iPad, Mac, USB Type-C devices including Android', item_link='https://minutes.noon.com/saudi-en/now-product/Z622630FBD8292AD21151Z-1')
Product(original_price=37.95, new_price=21.95, offer_percentage=0, item_name='Automatic Liquid Detergent, Perfect Care For Your Black Clothes', item_link='https://minutes.noon.com/saudi-en/now-product/ZD5C17646F54B1F7987C1Z-1')
Product(original_price=31.0, new_price=10.8, offer_percentage=0, item_name='3-Grid Lunch Box With Lid', item_link='https://minutes.noon.com/saudi-en/now-product/Z4040E6D56C466FB6336CZ-1')
Product(original_price=49.0, new_price=16.8, offer_percentage=0, item_name='Magic Silicone Gloves With Wash Scrubber', item_link='https://minutes.noon.com/saudi-en/now-product/Z5CA6CCABD903905E78D3Z-1')
Product(original_price=47.7, new_price=23.85, offer_percentage=0, item_name='Body Mist Summer Fantasy', item_link='https://minutes.noon.com/saudi-en/now-product/Z2412E7376F001564D4FFZ-1')
Product(original_price=43.0, new_price=24.8, offer_percentage=0, item_name='Maybelline New York Fit Me Concealer', item_link='https://minutes.noon.com/saudi-en/now-product/ZDAD4857C53BFCC6007B1Z-1')
Product(original_price=18.25, new_price=10.95, offer_percentage=0, item_name='Mabroom Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/ZAD2E1C86E074DBFE5B35Z-1')
Product(original_price=94.0, new_price=47.0, offer_percentage=0, item_name='Dietary Supplement With Ashwagandha And Black Seed Oil', item_link='https://minutes.noon.com/saudi-en/now-product/ZA080EA417719984B5E82Z-1')
Product(original_price=49.0, new_price=5.0, offer_percentage=0, item_name='Bath Mat - 100% Cotton 1720 GSM - Home Essential Bathroom Mat Reversible', item_link='https://minutes.noon.com/saudi-en/now-product/Z2A8317BA31FA8E6355A9Z-1')
Product(original_price=239.0, new_price=115.0, offer_percentage=0, item_name='Cordless Water Dental Flosser, Portable Oral Irrigator For Teeth, Braces, Rechargeable And Ipx7 Waterproof Teeth Cleaner For Home Travel Hf6', item_link='https://minutes.noon.com/saudi-en/now-product/Z909EC4B550C8A898C7F5Z-1')
Product(original_price=26.0, new_price=14.5, offer_percentage=0, item_name='Talc Baby Powder', item_link='https://minutes.noon.com/saudi-en/now-product/ZC489570F8AD9E9582CCAZ-1')
Product(original_price=24.55, new_price=12.3, offer_percentage=0, item_name='Body Lotion Summer Fantasy', item_link='https://minutes.noon.com/saudi-en/now-product/Z60E369B92B08B21C6C48Z-1')
Product(original_price=329.0, new_price=149.0, offer_percentage=0, item_name='Sandwich Maker, 2-Slot Non-Stick, 3in1 Versatile Interchangeable Grill and Waffle Plates, Indicator Lights, Quick and Easy Meals, Compact Design,', item_link='https://minutes.noon.com/saudi-en/now-product/Z657D4490E161AEF92092Z-1')
Product(original_price=431.0, new_price=255.1, offer_percentage=0, item_name='Bloom EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZF07A47A144F8EAD9B7D5Z-1')
Product(original_price=373.0, new_price=166.0, offer_percentage=0, item_name='AHA/BHA/PHA Miracle Toner + Serum + Cream Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z75656D56876EAFA8D7BEZ-1')
Product(original_price=69.95, new_price=22.6, offer_percentage=0, item_name='Urea Repair 5% Urea Hand Cream, 50Ml Packaging May Vary', item_link='https://minutes.noon.com/saudi-en/now-product/Z550E9A32B579A0C3703AZ-1')
Product(original_price=239.0, new_price=127.25, offer_percentage=0, item_name='Roberto Cavalli EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z7E17BA564C887B88AA84Z-1')
Product(original_price=639.0, new_price=212.0, offer_percentage=0, item_name='Electric\xa0Hands-Free\xa0Wearable\xa0Breast\xa0Pump', item_link='https://minutes.noon.com/saudi-en/now-product/ZE4E5F8B2946501C81192Z-1')
Product(original_price=179.0, new_price=99.0, offer_percentage=0, item_name='650W Blow Brush Hair Styler, 3 Speed Settings, Soft Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/ZEF85C86E8D785AB70E2CZ-1')
Product(original_price=43.95, new_price=20.45, offer_percentage=0, item_name='Colossal Kajal Khol Eyeliner', item_link='https://minutes.noon.com/saudi-en/now-product/ZA170DFDCBB91F86DDC97Z-1')
Product(original_price=73.5, new_price=40.05, offer_percentage=0, item_name='Duck Plump Lip Plumping Lacquer - Brown Of Applause', item_link='https://minutes.noon.com/saudi-en/now-product/ZA71FD49AC633CC827D15Z-1')
Product(original_price=24.55, new_price=12.3, offer_percentage=0, item_name='Body Lotion Amber', item_link='https://minutes.noon.com/saudi-en/now-product/ZE95C4985A24AC86026E5Z-1')
Product(original_price=112.0, new_price=47.0, offer_percentage=0, item_name='Flare Up Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z6FF56D23AF6E7594C2CEZ-1')
